transaction_id,item_description,transaction_type,merchant
23900,withdrawal Starbucks,withdrawal,Starbucks
23901,withdrawal Netflix,withdrawal,Netflix
23902,transfer Starbucks,transfer,Starbucks
23903,purchase Amazon,purchase,Amazon
23904,withdrawal Amazon,withdrawal,Amazon
23905,withdrawal Local Store,withdrawal,Local Store
23906,withdrawal Walmart,withdrawal,Walmart
23907,withdrawal Local Store,withdrawal,Local Store
23908,withdrawal Walmart,withdrawal,Walmart
23909,withdrawal Shell,withdrawal,Shell
23910,withdrawal Local Store,withdrawal,Local Store
23911,transfer Online Service,transfer,Online Service
23912,withdrawal Walmart,withdrawal,Walmart
23913,purchase Amazon,purchase,Amazon
23914,transfer Local Store,transfer,Local Store
23915,transfer Starbucks,transfer,Starbucks
23916,transfer Starbucks,transfer,Starbucks
23917,transfer Shell,transfer,Shell
23918,transfer Walmart,transfer,Walmart
23919,transfer Walmart,transfer,Walmart
23920,transfer Shell,transfer,Shell
23921,purchase Online Service,purchase,Online Service
23922,withdrawal Starbucks,withdrawal,Starbucks
23923,purchase Netflix,purchase,Netflix
23924,transfer Starbucks,transfer,Starbucks
23925,withdrawal Shell,withdrawal,Shell
23926,transfer Online Service,transfer,Online Service
23927,transfer Online Service,transfer,Online Service
23928,purchase Starbucks,purchase,Starbucks
23929,withdrawal Starbucks,withdrawal,Starbucks
23930,withdrawal Starbucks,withdrawal,Starbucks
23931,withdrawal Netflix,withdrawal,Netflix
23932,transfer Starbucks,transfer,Starbucks
23933,transfer Shell,transfer,Shell
23934,purchase Amazon,purchase,Amazon
23935,transfer Amazon,transfer,Amazon
23936,purchase Walmart,purchase,Walmart
23937,withdrawal Shell,withdrawal,Shell
23938,transfer Walmart,transfer,Walmart
23939,purchase Netflix,purchase,Netflix
23940,withdrawal Starbucks,withdrawal,Starbucks
23941,transfer Starbucks,transfer,Starbucks
23942,purchase Netflix,purchase,Netflix
23943,transfer Local Store,transfer,Local Store
23944,transfer Shell,transfer,Shell
23945,purchase Local Store,purchase,Local Store
23946,withdrawal Amazon,withdrawal,Amazon
23947,transfer Walmart,transfer,Walmart
23948,transfer Walmart,transfer,Walmart
23949,purchase Online Service,purchase,Online Service
23950,purchase Amazon,purchase,Amazon
23951,transfer Amazon,transfer,Amazon
23952,withdrawal Shell,withdrawal,Shell
23953,transfer Shell,transfer,Shell
23954,purchase Amazon,purchase,Amazon
23955,withdrawal Amazon,withdrawal,Amazon
23956,transfer Shell,transfer,Shell
23957,transfer Local Store,transfer,Local Store
23958,withdrawal Local Store,withdrawal,Local Store
23959,transfer Amazon,transfer,Amazon
23960,purchase Netflix,purchase,Netflix
23961,transfer Walmart,transfer,Walmart
23962,purchase Starbucks,purchase,Starbucks
23963,transfer Amazon,transfer,Amazon
23964,purchase Amazon,purchase,Amazon
23965,transfer Shell,transfer,Shell
23966,purchase Online Service,purchase,Online Service
23967,purchase Shell,purchase,Shell
23968,transfer Online Service,transfer,Online Service
23969,withdrawal Starbucks,withdrawal,Starbucks
23970,withdrawal Shell,withdrawal,Shell
23971,transfer Starbucks,transfer,Starbucks
23972,purchase Walmart,purchase,Walmart
23973,purchase Netflix,purchase,Netflix
23974,transfer Netflix,transfer,Netflix
23975,transfer Online Service,transfer,Online Service
23976,withdrawal Shell,withdrawal,Shell
23977,withdrawal Online Service,withdrawal,Online Service
23978,transfer Online Service,transfer,Online Service
23979,withdrawal Netflix,withdrawal,Netflix
23980,transfer Netflix,transfer,Netflix
23981,transfer Starbucks,transfer,Starbucks
23982,withdrawal Walmart,withdrawal,Walmart
23983,withdrawal Amazon,withdrawal,Amazon
23984,transfer Netflix,transfer,Netflix
23985,transfer Local Store,transfer,Local Store
23986,withdrawal Starbucks,withdrawal,Starbucks
23987,purchase Netflix,purchase,Netflix
23988,purchase Online Service,purchase,Online Service
23989,withdrawal Online Service,withdrawal,Online Service
23990,withdrawal Shell,withdrawal,Shell
23991,withdrawal Online Service,withdrawal,Online Service
23992,transfer Amazon,transfer,Amazon
23993,purchase Netflix,purchase,Netflix
23994,withdrawal Online Service,withdrawal,Online Service
23995,withdrawal Shell,withdrawal,Shell
23996,purchase Starbucks,purchase,Starbucks
23997,purchase Starbucks,purchase,Starbucks
23998,transfer Starbucks,transfer,Starbucks
23999,purchase Walmart,purchase,Walmart
24000,withdrawal Online Service,withdrawal,Online Service
24001,purchase Amazon,purchase,Amazon
24002,transfer Shell,transfer,Shell
24003,transfer Online Service,transfer,Online Service
24004,purchase Online Service,purchase,Online Service
24005,purchase Starbucks,purchase,Starbucks
24006,withdrawal Local Store,withdrawal,Local Store
24007,transfer Local Store,transfer,Local Store
24008,withdrawal Walmart,withdrawal,Walmart
24009,transfer Starbucks,transfer,Starbucks
24010,purchase Shell,purchase,Shell
24011,purchase Shell,purchase,Shell
24012,transfer Walmart,transfer,Walmart
24013,purchase Local Store,purchase,Local Store
24014,purchase Netflix,purchase,Netflix
24015,purchase Online Service,purchase,Online Service
24016,transfer Local Store,transfer,Local Store
24017,purchase Walmart,purchase,Walmart
24018,purchase Amazon,purchase,Amazon
24019,withdrawal Amazon,withdrawal,Amazon
24020,withdrawal Netflix,withdrawal,Netflix
24021,purchase Amazon,purchase,Amazon
24022,transfer Netflix,transfer,Netflix
24023,transfer Shell,transfer,Shell
24024,purchase Amazon,purchase,Amazon
24025,withdrawal Netflix,withdrawal,Netflix
24026,transfer Shell,transfer,Shell
24027,transfer Shell,transfer,Shell
24028,withdrawal Walmart,withdrawal,Walmart
24029,withdrawal Shell,withdrawal,Shell
24030,purchase Walmart,purchase,Walmart
24031,transfer Shell,transfer,Shell
24032,withdrawal Netflix,withdrawal,Netflix
24033,withdrawal Online Service,withdrawal,Online Service
24034,withdrawal Amazon,withdrawal,Amazon
24035,purchase Online Service,purchase,Online Service
24036,withdrawal Shell,withdrawal,Shell
24037,transfer Local Store,transfer,Local Store
24038,purchase Walmart,purchase,Walmart
24039,withdrawal Shell,withdrawal,Shell
24040,purchase Local Store,purchase,Local Store
24041,withdrawal Amazon,withdrawal,Amazon
24042,purchase Starbucks,purchase,Starbucks
24043,purchase Starbucks,purchase,Starbucks
24044,purchase Local Store,purchase,Local Store
24045,withdrawal Walmart,withdrawal,Walmart
24046,purchase Online Service,purchase,Online Service
24047,transfer Amazon,transfer,Amazon
24048,transfer Online Service,transfer,Online Service
24049,purchase Netflix,purchase,Netflix
24050,purchase Starbucks,purchase,Starbucks
24051,transfer Local Store,transfer,Local Store
24052,transfer Online Service,transfer,Online Service
24053,purchase Netflix,purchase,Netflix
24054,transfer Shell,transfer,Shell
24055,transfer Starbucks,transfer,Starbucks
24056,withdrawal Starbucks,withdrawal,Starbucks
24057,transfer Netflix,transfer,Netflix
24058,transfer Netflix,transfer,Netflix
24059,transfer Netflix,transfer,Netflix
24060,purchase Netflix,purchase,Netflix
24061,purchase Amazon,purchase,Amazon
24062,transfer Netflix,transfer,Netflix
24063,transfer Starbucks,transfer,Starbucks
24064,transfer Online Service,transfer,Online Service
24065,purchase Online Service,purchase,Online Service
24066,purchase Walmart,purchase,Walmart
24067,transfer Online Service,transfer,Online Service
24068,purchase Netflix,purchase,Netflix
24069,transfer Starbucks,transfer,Starbucks
24070,purchase Amazon,purchase,Amazon
24071,withdrawal Starbucks,withdrawal,Starbucks
24072,withdrawal Walmart,withdrawal,Walmart
24073,purchase Starbucks,purchase,Starbucks
24074,purchase Local Store,purchase,Local Store
24075,withdrawal Shell,withdrawal,Shell
24076,transfer Amazon,transfer,Amazon
24077,purchase Walmart,purchase,Walmart
24078,transfer Local Store,transfer,Local Store
24079,transfer Shell,transfer,Shell
24080,purchase Netflix,purchase,Netflix
24081,purchase Amazon,purchase,Amazon
24082,purchase Shell,purchase,Shell
24083,purchase Starbucks,purchase,Starbucks
24084,withdrawal Amazon,withdrawal,Amazon
24085,purchase Online Service,purchase,Online Service
24086,purchase Local Store,purchase,Local Store
24087,transfer Netflix,transfer,Netflix
24088,withdrawal Walmart,withdrawal,Walmart
24089,withdrawal Shell,withdrawal,Shell
24090,transfer Online Service,transfer,Online Service
24091,transfer Shell,transfer,Shell
24092,transfer Online Service,transfer,Online Service
24093,purchase Local Store,purchase,Local Store
24094,transfer Netflix,transfer,Netflix
24095,purchase Walmart,purchase,Walmart
24096,transfer Shell,transfer,Shell
24097,purchase Amazon,purchase,Amazon
24098,purchase Amazon,purchase,Amazon
24099,purchase Online Service,purchase,Online Service
24100,withdrawal Walmart,withdrawal,Walmart
24101,purchase Starbucks,purchase,Starbucks
24102,purchase Online Service,purchase,Online Service
24103,withdrawal Online Service,withdrawal,Online Service
24104,purchase Online Service,purchase,Online Service
24105,transfer Shell,transfer,Shell
24106,purchase Online Service,purchase,Online Service
24107,purchase Shell,purchase,Shell
24108,withdrawal Shell,withdrawal,Shell
24109,purchase Online Service,purchase,Online Service
24110,withdrawal Amazon,withdrawal,Amazon
24111,purchase Amazon,purchase,Amazon
24112,transfer Amazon,transfer,Amazon
24113,purchase Local Store,purchase,Local Store
24114,transfer Local Store,transfer,Local Store
24115,purchase Local Store,purchase,Local Store
24116,purchase Shell,purchase,Shell
24117,purchase Amazon,purchase,Amazon
24118,transfer Netflix,transfer,Netflix
24119,purchase Walmart,purchase,Walmart
24120,withdrawal Online Service,withdrawal,Online Service
24121,purchase Shell,purchase,Shell
24122,purchase Netflix,purchase,Netflix
24123,purchase Shell,purchase,Shell
24124,purchase Walmart,purchase,Walmart
24125,transfer Shell,transfer,Shell
24126,withdrawal Starbucks,withdrawal,Starbucks
24127,withdrawal Starbucks,withdrawal,Starbucks
24128,purchase Starbucks,purchase,Starbucks
24129,withdrawal Starbucks,withdrawal,Starbucks
24130,withdrawal Amazon,withdrawal,Amazon
24131,transfer Netflix,transfer,Netflix
24132,transfer Starbucks,transfer,Starbucks
24133,withdrawal Shell,withdrawal,Shell
24134,withdrawal Amazon,withdrawal,Amazon
24135,transfer Walmart,transfer,Walmart
24136,withdrawal Netflix,withdrawal,Netflix
24137,purchase Online Service,purchase,Online Service
24138,withdrawal Walmart,withdrawal,Walmart
24139,withdrawal Amazon,withdrawal,Amazon
24140,purchase Walmart,purchase,Walmart
24141,transfer Shell,transfer,Shell
24142,withdrawal Walmart,withdrawal,Walmart
24143,transfer Shell,transfer,Shell
24144,transfer Shell,transfer,Shell
24145,purchase Walmart,purchase,Walmart
24146,withdrawal Amazon,withdrawal,Amazon
24147,withdrawal Netflix,withdrawal,Netflix
24148,withdrawal Online Service,withdrawal,Online Service
24149,transfer Amazon,transfer,Amazon
24150,purchase Netflix,purchase,Netflix
24151,transfer Walmart,transfer,Walmart
24152,purchase Starbucks,purchase,Starbucks
24153,transfer Amazon,transfer,Amazon
24154,transfer Amazon,transfer,Amazon
24155,purchase Amazon,purchase,Amazon
24156,purchase Amazon,purchase,Amazon
24157,transfer Walmart,transfer,Walmart
24158,transfer Walmart,transfer,Walmart
24159,withdrawal Online Service,withdrawal,Online Service
24160,purchase Netflix,purchase,Netflix
24161,transfer Local Store,transfer,Local Store
24162,withdrawal Starbucks,withdrawal,Starbucks
24163,purchase Shell,purchase,Shell
24164,withdrawal Online Service,withdrawal,Online Service
24165,withdrawal Online Service,withdrawal,Online Service
24166,transfer Shell,transfer,Shell
24167,transfer Amazon,transfer,Amazon
24168,transfer Netflix,transfer,Netflix
24169,transfer Walmart,transfer,Walmart
24170,withdrawal Local Store,withdrawal,Local Store
24171,withdrawal Netflix,withdrawal,Netflix
24172,purchase Online Service,purchase,Online Service
24173,withdrawal Walmart,withdrawal,Walmart
24174,transfer Walmart,transfer,Walmart
24175,purchase Local Store,purchase,Local Store
24176,purchase Local Store,purchase,Local Store
24177,purchase Local Store,purchase,Local Store
24178,purchase Walmart,purchase,Walmart
24179,withdrawal Shell,withdrawal,Shell
24180,purchase Online Service,purchase,Online Service
24181,transfer Local Store,transfer,Local Store
24182,transfer Online Service,transfer,Online Service
24183,transfer Starbucks,transfer,Starbucks
24184,transfer Amazon,transfer,Amazon
24185,transfer Netflix,transfer,Netflix
24186,purchase Netflix,purchase,Netflix
24187,purchase Shell,purchase,Shell
24188,withdrawal Local Store,withdrawal,Local Store
24189,purchase Local Store,purchase,Local Store
24190,withdrawal Shell,withdrawal,Shell
24191,withdrawal Shell,withdrawal,Shell
24192,transfer Starbucks,transfer,Starbucks
24193,withdrawal Netflix,withdrawal,Netflix
24194,withdrawal Shell,withdrawal,Shell
24195,transfer Amazon,transfer,Amazon
24196,withdrawal Netflix,withdrawal,Netflix
24197,purchase Shell,purchase,Shell
24198,purchase Walmart,purchase,Walmart
24199,transfer Netflix,transfer,Netflix
24200,purchase Amazon,purchase,Amazon
24201,purchase Shell,purchase,Shell
24202,withdrawal Starbucks,withdrawal,Starbucks
24203,purchase Local Store,purchase,Local Store
24204,transfer Walmart,transfer,Walmart
24205,transfer Amazon,transfer,Amazon
24206,transfer Shell,transfer,Shell
24207,transfer Amazon,transfer,Amazon
24208,withdrawal Shell,withdrawal,Shell
24209,purchase Local Store,purchase,Local Store
24210,transfer Amazon,transfer,Amazon
24211,purchase Local Store,purchase,Local Store
24212,withdrawal Amazon,withdrawal,Amazon
24213,transfer Shell,transfer,Shell
24214,transfer Shell,transfer,Shell
24215,transfer Online Service,transfer,Online Service
24216,purchase Online Service,purchase,Online Service
24217,purchase Netflix,purchase,Netflix
24218,withdrawal Starbucks,withdrawal,Starbucks
24219,purchase Shell,purchase,Shell
24220,withdrawal Online Service,withdrawal,Online Service
24221,transfer Starbucks,transfer,Starbucks
24222,withdrawal Starbucks,withdrawal,Starbucks
24223,withdrawal Walmart,withdrawal,Walmart
24224,transfer Netflix,transfer,Netflix
24225,withdrawal Starbucks,withdrawal,Starbucks
24226,purchase Starbucks,purchase,Starbucks
24227,purchase Shell,purchase,Shell
24228,transfer Local Store,transfer,Local Store
24229,withdrawal Walmart,withdrawal,Walmart
24230,purchase Walmart,purchase,Walmart
24231,purchase Local Store,purchase,Local Store
24232,withdrawal Walmart,withdrawal,Walmart
24233,transfer Walmart,transfer,Walmart
24234,transfer Shell,transfer,Shell
24235,withdrawal Netflix,withdrawal,Netflix
24236,transfer Online Service,transfer,Online Service
24237,withdrawal Starbucks,withdrawal,Starbucks
24238,purchase Walmart,purchase,Walmart
24239,withdrawal Shell,withdrawal,Shell
24240,withdrawal Online Service,withdrawal,Online Service
24241,purchase Online Service,purchase,Online Service
24242,transfer Netflix,transfer,Netflix
24243,purchase Walmart,purchase,Walmart
24244,purchase Walmart,purchase,Walmart
24245,purchase Amazon,purchase,Amazon
24246,transfer Walmart,transfer,Walmart
24247,transfer Local Store,transfer,Local Store
24248,withdrawal Shell,withdrawal,Shell
24249,transfer Amazon,transfer,Amazon
24250,purchase Netflix,purchase,Netflix
24251,transfer Online Service,transfer,Online Service
24252,purchase Local Store,purchase,Local Store
24253,transfer Netflix,transfer,Netflix
24254,withdrawal Online Service,withdrawal,Online Service
24255,withdrawal Starbucks,withdrawal,Starbucks
24256,withdrawal Amazon,withdrawal,Amazon
24257,withdrawal Online Service,withdrawal,Online Service
24258,transfer Starbucks,transfer,Starbucks
24259,withdrawal Starbucks,withdrawal,Starbucks
24260,purchase Amazon,purchase,Amazon
24261,purchase Online Service,purchase,Online Service
24262,withdrawal Online Service,withdrawal,Online Service
24263,transfer Local Store,transfer,Local Store
24264,withdrawal Netflix,withdrawal,Netflix
24265,withdrawal Netflix,withdrawal,Netflix
24266,withdrawal Starbucks,withdrawal,Starbucks
24267,withdrawal Local Store,withdrawal,Local Store
24268,withdrawal Local Store,withdrawal,Local Store
24269,withdrawal Walmart,withdrawal,Walmart
24270,purchase Starbucks,purchase,Starbucks
24271,purchase Shell,purchase,Shell
24272,purchase Shell,purchase,Shell
24273,transfer Amazon,transfer,Amazon
24274,purchase Starbucks,purchase,Starbucks
24275,withdrawal Amazon,withdrawal,Amazon
24276,purchase Amazon,purchase,Amazon
24277,withdrawal Walmart,withdrawal,Walmart
24278,purchase Walmart,purchase,Walmart
24279,transfer Starbucks,transfer,Starbucks
24280,withdrawal Local Store,withdrawal,Local Store
24281,transfer Amazon,transfer,Amazon
24282,purchase Starbucks,purchase,Starbucks
24283,transfer Online Service,transfer,Online Service
24284,transfer Starbucks,transfer,Starbucks
24285,purchase Shell,purchase,Shell
24286,purchase Walmart,purchase,Walmart
24287,transfer Local Store,transfer,Local Store
24288,transfer Local Store,transfer,Local Store
24289,purchase Shell,purchase,Shell
24290,purchase Walmart,purchase,Walmart
24291,transfer Amazon,transfer,Amazon
24292,withdrawal Online Service,withdrawal,Online Service
24293,purchase Starbucks,purchase,Starbucks
24294,withdrawal Netflix,withdrawal,Netflix
24295,withdrawal Netflix,withdrawal,Netflix
24296,withdrawal Starbucks,withdrawal,Starbucks
24297,purchase Starbucks,purchase,Starbucks
24298,withdrawal Shell,withdrawal,Shell
24299,transfer Online Service,transfer,Online Service
24300,withdrawal Netflix,withdrawal,Netflix
24301,withdrawal Online Service,withdrawal,Online Service
24302,withdrawal Starbucks,withdrawal,Starbucks
24303,transfer Local Store,transfer,Local Store
24304,transfer Online Service,transfer,Online Service
24305,purchase Walmart,purchase,Walmart
24306,purchase Starbucks,purchase,Starbucks
24307,transfer Netflix,transfer,Netflix
24308,withdrawal Netflix,withdrawal,Netflix
24309,transfer Starbucks,transfer,Starbucks
24310,purchase Starbucks,purchase,Starbucks
24311,purchase Walmart,purchase,Walmart
24312,withdrawal Amazon,withdrawal,Amazon
24313,purchase Walmart,purchase,Walmart
24314,withdrawal Local Store,withdrawal,Local Store
24315,transfer Starbucks,transfer,Starbucks
24316,transfer Walmart,transfer,Walmart
24317,purchase Starbucks,purchase,Starbucks
24318,withdrawal Amazon,withdrawal,Amazon
24319,transfer Local Store,transfer,Local Store
24320,withdrawal Netflix,withdrawal,Netflix
24321,withdrawal Amazon,withdrawal,Amazon
24322,purchase Walmart,purchase,Walmart
24323,purchase Walmart,purchase,Walmart
24324,transfer Online Service,transfer,Online Service
24325,transfer Online Service,transfer,Online Service
24326,withdrawal Walmart,withdrawal,Walmart
24327,purchase Netflix,purchase,Netflix
24328,withdrawal Amazon,withdrawal,Amazon
24329,transfer Starbucks,transfer,Starbucks
24330,transfer Amazon,transfer,Amazon
24331,transfer Walmart,transfer,Walmart
24332,transfer Amazon,transfer,Amazon
24333,purchase Walmart,purchase,Walmart
24334,transfer Online Service,transfer,Online Service
24335,purchase Local Store,purchase,Local Store
24336,purchase Amazon,purchase,Amazon
24337,transfer Netflix,transfer,Netflix
24338,purchase Online Service,purchase,Online Service
24339,purchase Starbucks,purchase,Starbucks
24340,withdrawal Netflix,withdrawal,Netflix
24341,purchase Walmart,purchase,Walmart
24342,withdrawal Local Store,withdrawal,Local Store
24343,withdrawal Local Store,withdrawal,Local Store
24344,transfer Local Store,transfer,Local Store
24345,withdrawal Shell,withdrawal,Shell
24346,transfer Online Service,transfer,Online Service
24347,transfer Local Store,transfer,Local Store
24348,purchase Shell,purchase,Shell
24349,withdrawal Starbucks,withdrawal,Starbucks
24350,purchase Shell,purchase,Shell
24351,purchase Online Service,purchase,Online Service
24352,withdrawal Starbucks,withdrawal,Starbucks
24353,purchase Amazon,purchase,Amazon
24354,purchase Shell,purchase,Shell
24355,purchase Walmart,purchase,Walmart
24356,purchase Online Service,purchase,Online Service
24357,withdrawal Amazon,withdrawal,Amazon
24358,purchase Online Service,purchase,Online Service
24359,purchase Walmart,purchase,Walmart
24360,transfer Online Service,transfer,Online Service
24361,withdrawal Starbucks,withdrawal,Starbucks
24362,transfer Shell,transfer,Shell
24363,transfer Netflix,transfer,Netflix
24364,purchase Shell,purchase,Shell
24365,purchase Shell,purchase,Shell
24366,purchase Amazon,purchase,Amazon
24367,transfer Starbucks,transfer,Starbucks
24368,purchase Shell,purchase,Shell
24369,withdrawal Amazon,withdrawal,Amazon
24370,transfer Walmart,transfer,Walmart
24371,withdrawal Local Store,withdrawal,Local Store
24372,purchase Netflix,purchase,Netflix
24373,withdrawal Netflix,withdrawal,Netflix
24374,purchase Local Store,purchase,Local Store
24375,transfer Amazon,transfer,Amazon
24376,transfer Shell,transfer,Shell
24377,transfer Walmart,transfer,Walmart
24378,withdrawal Walmart,withdrawal,Walmart
24379,withdrawal Local Store,withdrawal,Local Store
24380,withdrawal Shell,withdrawal,Shell
24381,withdrawal Local Store,withdrawal,Local Store
24382,transfer Amazon,transfer,Amazon
24383,withdrawal Amazon,withdrawal,Amazon
24384,transfer Online Service,transfer,Online Service
24385,purchase Starbucks,purchase,Starbucks
24386,transfer Amazon,transfer,Amazon
24387,transfer Online Service,transfer,Online Service
24388,withdrawal Shell,withdrawal,Shell
24389,purchase Shell,purchase,Shell
24390,transfer Online Service,transfer,Online Service
24391,withdrawal Walmart,withdrawal,Walmart
24392,transfer Shell,transfer,Shell
24393,transfer Shell,transfer,Shell
24394,purchase Starbucks,purchase,Starbucks
24395,transfer Local Store,transfer,Local Store
24396,purchase Local Store,purchase,Local Store
24397,transfer Netflix,transfer,Netflix
24398,withdrawal Local Store,withdrawal,Local Store
24399,withdrawal Netflix,withdrawal,Netflix
24400,withdrawal Shell,withdrawal,Shell
24401,withdrawal Local Store,withdrawal,Local Store
24402,transfer Netflix,transfer,Netflix
24403,transfer Amazon,transfer,Amazon
24404,withdrawal Shell,withdrawal,Shell
24405,withdrawal Netflix,withdrawal,Netflix
24406,withdrawal Walmart,withdrawal,Walmart
24407,withdrawal Local Store,withdrawal,Local Store
24408,transfer Online Service,transfer,Online Service
24409,withdrawal Netflix,withdrawal,Netflix
24410,purchase Local Store,purchase,Local Store
24411,withdrawal Netflix,withdrawal,Netflix
24412,transfer Walmart,transfer,Walmart
24413,purchase Local Store,purchase,Local Store
24414,withdrawal Amazon,withdrawal,Amazon
24415,purchase Online Service,purchase,Online Service
24416,transfer Shell,transfer,Shell
24417,purchase Local Store,purchase,Local Store
24418,transfer Amazon,transfer,Amazon
24419,transfer Shell,transfer,Shell
24420,withdrawal Local Store,withdrawal,Local Store
24421,purchase Shell,purchase,Shell
24422,withdrawal Walmart,withdrawal,Walmart
24423,purchase Amazon,purchase,Amazon
24424,purchase Amazon,purchase,Amazon
24425,transfer Starbucks,transfer,Starbucks
24426,purchase Shell,purchase,Shell
24427,purchase Starbucks,purchase,Starbucks
24428,withdrawal Local Store,withdrawal,Local Store
24429,purchase Amazon,purchase,Amazon
24430,withdrawal Walmart,withdrawal,Walmart
24431,withdrawal Local Store,withdrawal,Local Store
24432,withdrawal Walmart,withdrawal,Walmart
24433,purchase Shell,purchase,Shell
24434,purchase Shell,purchase,Shell
24435,purchase Starbucks,purchase,Starbucks
24436,transfer Local Store,transfer,Local Store
24437,purchase Netflix,purchase,Netflix
24438,transfer Walmart,transfer,Walmart
24439,transfer Walmart,transfer,Walmart
24440,withdrawal Walmart,withdrawal,Walmart
24441,withdrawal Online Service,withdrawal,Online Service
24442,withdrawal Amazon,withdrawal,Amazon
24443,purchase Local Store,purchase,Local Store
24444,purchase Shell,purchase,Shell
24445,purchase Online Service,purchase,Online Service
24446,withdrawal Netflix,withdrawal,Netflix
24447,purchase Starbucks,purchase,Starbucks
24448,purchase Starbucks,purchase,Starbucks
24449,transfer Online Service,transfer,Online Service
24450,withdrawal Starbucks,withdrawal,Starbucks
24451,purchase Online Service,purchase,Online Service
24452,withdrawal Starbucks,withdrawal,Starbucks
24453,transfer Netflix,transfer,Netflix
24454,purchase Online Service,purchase,Online Service
24455,purchase Shell,purchase,Shell
24456,purchase Shell,purchase,Shell
24457,purchase Amazon,purchase,Amazon
24458,purchase Walmart,purchase,Walmart
24459,transfer Online Service,transfer,Online Service
24460,purchase Local Store,purchase,Local Store
24461,purchase Walmart,purchase,Walmart
24462,withdrawal Online Service,withdrawal,Online Service
24463,withdrawal Starbucks,withdrawal,Starbucks
24464,withdrawal Local Store,withdrawal,Local Store
24465,transfer Amazon,transfer,Amazon
24466,withdrawal Online Service,withdrawal,Online Service
24467,withdrawal Online Service,withdrawal,Online Service
24468,purchase Starbucks,purchase,Starbucks
24469,purchase Shell,purchase,Shell
24470,transfer Starbucks,transfer,Starbucks
24471,transfer Online Service,transfer,Online Service
24472,purchase Amazon,purchase,Amazon
24473,transfer Netflix,transfer,Netflix
24474,purchase Walmart,purchase,Walmart
24475,transfer Amazon,transfer,Amazon
24476,withdrawal Local Store,withdrawal,Local Store
24477,purchase Shell,purchase,Shell
24478,purchase Local Store,purchase,Local Store
24479,purchase Online Service,purchase,Online Service
24480,withdrawal Shell,withdrawal,Shell
24481,withdrawal Local Store,withdrawal,Local Store
24482,withdrawal Starbucks,withdrawal,Starbucks
24483,withdrawal Shell,withdrawal,Shell
24484,purchase Amazon,purchase,Amazon
24485,transfer Online Service,transfer,Online Service
24486,transfer Amazon,transfer,Amazon
24487,purchase Starbucks,purchase,Starbucks
24488,transfer Online Service,transfer,Online Service
24489,transfer Starbucks,transfer,Starbucks
24490,withdrawal Netflix,withdrawal,Netflix
24491,purchase Walmart,purchase,Walmart
24492,transfer Starbucks,transfer,Starbucks
24493,transfer Starbucks,transfer,Starbucks
24494,withdrawal Local Store,withdrawal,Local Store
24495,purchase Amazon,purchase,Amazon
24496,withdrawal Walmart,withdrawal,Walmart
24497,withdrawal Local Store,withdrawal,Local Store
24498,transfer Walmart,transfer,Walmart
24499,purchase Local Store,purchase,Local Store
24500,transfer Netflix,transfer,Netflix
24501,transfer Amazon,transfer,Amazon
24502,withdrawal Starbucks,withdrawal,Starbucks
24503,withdrawal Local Store,withdrawal,Local Store
24504,purchase Starbucks,purchase,Starbucks
24505,transfer Online Service,transfer,Online Service
24506,withdrawal Amazon,withdrawal,Amazon
24507,purchase Online Service,purchase,Online Service
24508,purchase Shell,purchase,Shell
24509,purchase Online Service,purchase,Online Service
24510,transfer Shell,transfer,Shell
24511,withdrawal Starbucks,withdrawal,Starbucks
24512,purchase Online Service,purchase,Online Service
24513,withdrawal Netflix,withdrawal,Netflix
24514,purchase Online Service,purchase,Online Service
24515,purchase Online Service,purchase,Online Service
24516,purchase Starbucks,purchase,Starbucks
24517,transfer Amazon,transfer,Amazon
24518,transfer Shell,transfer,Shell
24519,purchase Walmart,purchase,Walmart
24520,transfer Amazon,transfer,Amazon
24521,transfer Amazon,transfer,Amazon
24522,transfer Walmart,transfer,Walmart
24523,withdrawal Starbucks,withdrawal,Starbucks
24524,purchase Walmart,purchase,Walmart
24525,transfer Shell,transfer,Shell
24526,purchase Online Service,purchase,Online Service
24527,transfer Walmart,transfer,Walmart
24528,purchase Netflix,purchase,Netflix
24529,transfer Walmart,transfer,Walmart
24530,withdrawal Netflix,withdrawal,Netflix
24531,withdrawal Local Store,withdrawal,Local Store
24532,withdrawal Netflix,withdrawal,Netflix
24533,purchase Shell,purchase,Shell
24534,purchase Online Service,purchase,Online Service
24535,transfer Shell,transfer,Shell
24536,purchase Walmart,purchase,Walmart
24537,withdrawal Local Store,withdrawal,Local Store
24538,transfer Starbucks,transfer,Starbucks
24539,withdrawal Shell,withdrawal,Shell
24540,withdrawal Online Service,withdrawal,Online Service
24541,withdrawal Amazon,withdrawal,Amazon
24542,transfer Local Store,transfer,Local Store
24543,transfer Shell,transfer,Shell
24544,withdrawal Amazon,withdrawal,Amazon
24545,withdrawal Starbucks,withdrawal,Starbucks
24546,withdrawal Local Store,withdrawal,Local Store
24547,withdrawal Starbucks,withdrawal,Starbucks
24548,purchase Online Service,purchase,Online Service
24549,withdrawal Online Service,withdrawal,Online Service
24550,transfer Netflix,transfer,Netflix
24551,withdrawal Online Service,withdrawal,Online Service
24552,purchase Shell,purchase,Shell
24553,withdrawal Shell,withdrawal,Shell
24554,purchase Starbucks,purchase,Starbucks
24555,purchase Starbucks,purchase,Starbucks
24556,transfer Local Store,transfer,Local Store
